customer_id,customer_name,pet_name,pet_type,pet_birthday
7410,Michael Duncan,Nicole,Beagle,2015/10/21
7411,Patrick Thornton,Michelle,Labrador Retriever,2011/12/27
7412,James Bartlett,David,Chihuahua,2022/12/16
7413,Nicole Simon,Kenneth,Poodle,2011/03/31
7414,Travis Sharp,Michael,Rottweiler,2014/01/22
7415,Amy Pearson,Robert,Chihuahua,2014/04/01
7416,Gregory Mccarthy,Andres,Golden Retriever,2009/02/23
7417,Christine Gill,Christina,Golden Retriever,2017/04/16
7418,Vickie Tran,Keith,Poodle,2021/02/23
7419,James Hamilton,Erika,Dachshund,2019/04/27
7420,Donna Walker,Catherine,Golden Retriever,2017/03/30
7421,Paula Robinson,Jacqueline,Beagle,2018/12/13
7422,Elizabeth Hoffman,Johnny,Chihuahua,2022/09/23
7423,Rachel Williams,Kenneth,Chihuahua,2013/07/01
7424,Jimmy Wade,Brandon,Golden Retriever,2015/07/20
7425,Stacy Jones,William,Poodle,2012/07/24
7426,Courtney Hall,Michelle,Bulldog,2022/11/25
7427,Jennifer Taylor,Sara,Dachshund,2020/06/02
7428,Jill Patterson,Emily,Beagle,2024/11/02
7429,Corey Martinez,Courtney,Pug,2024/12/30
7430,Joshua Ewing,Dawn,Pug,2016/02/26
7431,Allen Le,Craig,Golden Retriever,2013/11/01
7432,Christopher Aguirre,Amanda,Poodle,2023/07/18
7433,Melissa Jones,Jose,German Shepherd,2017/07/17
7434,Stacie Wang,Jessica,German Shepherd,2021/12/19
7435,Christopher Young,Laura,Poodle,2021/11/05
7436,David Fox,Gabriel,Chihuahua,2010/04/13
7437,John Davis,Heather,Poodle,2017/01/23
7438,Kristen Morton,Lisa,Labrador Retriever,2019/04/18
7439,Bryan Fuentes,Jason,Poodle,2016/10/03
7440,Johnathan Harris,Tammy,Dachshund,2018/07/28
7441,Allison Navarro,Kathleen,Golden Retriever,2021/06/24
7442,Alyssa Freeman,Katherine,Rottweiler,2011/03/11
7443,Debra Martin,Brendan,Pug,2024/06/08
7444,Jesse Bailey,Bethany,Chihuahua,2014/06/01
7445,Eric Mora,Timothy,Dachshund,2013/11/19
7446,Jennifer Miles,Jessica,Pug,2010/05/21
7447,Frederick Gomez,Lisa,Dachshund,2015/10/04
7448,Lauren Gonzales,Elaine,Dachshund,2024/12/02
7449,Kenneth Ramos,Danielle,Bulldog,2010/11/04
7450,Ray Hoover,Frederick,Rottweiler,2013/12/21
7451,Frank Calhoun,Aaron,Dachshund,2011/04/28
7452,Thomas Johnson,Michael,Poodle,2017/06/17
7453,Timothy Watts,Andrew,Pug,2013/11/24
7454,Ryan Dunn,Christine,Labrador Retriever,2012/02/12
7455,Samuel Lawson,Eric,Beagle,2009/10/20
7456,Brittany Gaines,Steven,Beagle,2019/09/27
7457,Jessica Craig,Laura,Poodle,2023/12/11
7458,Andrea Schwartz,Theresa,Dachshund,2017/10/16
7459,Kimberly Kane,Christopher,Golden Retriever,2018/01/13
7460,Jenna Butler,Thomas,Labrador Retriever,2012/08/27
7461,Anthony Pacheco,Cameron,Beagle,2012/08/17
7462,Samuel Olson,John,Labrador Retriever,2018/02/13
7463,Julie Lawson,Samantha,Beagle,2014/02/12
7464,Pamela James,Patrick,Pug,2016/03/08
7465,Jason Gomez,Jason,Beagle,2024/07/01
7466,Kimberly Short,Jared,Beagle,2009/01/12
7467,Nicholas Dougherty,Caleb,Chihuahua,2016/10/28
7468,Christopher Parks,Nichole,Dachshund,2021/04/03
7469,Willie Palmer Jr.,Beth,Bulldog,2017/10/24
7470,Dennis Myers,Sheri,Dachshund,2016/11/21
7471,Luis Nielsen,Heather,Beagle,2012/04/13
7472,Megan Jones,Mallory,Golden Retriever,2018/12/08
7473,Ethan Davis,Ernest,Beagle,2019/09/30
7474,Christopher Fuller,Allen,Bulldog,2017/03/09
7475,Melissa Leon,Heather,Rottweiler,2017/04/10
7476,Teresa Hanna,Lauren,Rottweiler,2010/06/25
7477,Kevin Hamilton,James,Chihuahua,2011/02/22
7478,Michael Dunn,Amanda,Golden Retriever,2013/12/05
7479,Dustin Lawson,Jack,Rottweiler,2016/06/28
7480,Justin Prince,Karen,Beagle,2010/03/02
7481,Hannah Washington,Maria,Beagle,2011/10/06
7482,Carla White,Jessica,Beagle,2012/06/01
7483,Mary Williams,Javier,Labrador Retriever,2011/05/25
7484,Madison Brown,Christopher,Bulldog,2021/07/15
7485,Amber Hughes,David,Bulldog,2012/03/14
7486,Stacey Watson,Michael,Golden Retriever,2020/05/16
7487,Erica West,Justin,Golden Retriever,2020/11/21
7488,Caitlin Hood,William,German Shepherd,2016/01/16
7489,Krista Dudley,James,Golden Retriever,2019/08/30
7490,Rachel Jensen,Danielle,Poodle,2020/06/29
7491,Scott Alexander,Anthony,Chihuahua,2024/02/22
7492,Cody Rangel Jr.,Justin,German Shepherd,2018/03/07
7493,Mark Mendez,Andrew,Bulldog,2013/07/05
7494,Michael Lee,Michael,Bulldog,2024/05/28
7495,Gary Davis,Karen,Pug,2016/01/26
7496,Tiffany Giles DVM,Samantha,Labrador Retriever,2015/10/25
7497,Jessica Myers,Theresa,Pug,2021/03/30
7498,Dr. Brent Valdez MD,Phillip,Pug,2017/04/22
7499,Ronald Vang,Linda,Labrador Retriever,2009/04/30
7500,Laurie Mcdonald,Adrian,Poodle,2023/07/22
7501,Shannon Bennett,Michael,Beagle,2012/07/23
7502,Michelle Colon,Emily,Rottweiler,2015/05/19
7503,Barbara Reyes,Jose,German Shepherd,2023/01/18
7504,Caroline Bentley,Kelly,Chihuahua,2013/09/03
7505,Richard Sosa,William,Dachshund,2009/04/12
7506,Jennifer Booker,Faith,German Shepherd,2012/10/14
7507,Joshua Bailey,William,Bulldog,2016/11/15
7508,Juan Palmer,Amy,Chihuahua,2024/04/25
7509,Daniel Ellison,Christopher,Golden Retriever,2020/07/16
7510,Heidi Tucker,James,Rottweiler,2014/10/08
7511,Dylan Armstrong,Kevin,Beagle,2021/07/15
7512,Brittney Solis,Suzanne,Labrador Retriever,2023/08/05
7513,Kristina Kennedy,Jennifer,Labrador Retriever,2020/01/16
7514,George Rogers,Jason,Labrador Retriever,2020/08/11
7515,Craig Lyons,Maria,Chihuahua,2019/12/30
7516,Jacob Burns,Jerry,Poodle,2012/04/19
7517,Rebecca Brock,Denise,German Shepherd,2011/03/23
7518,Stephanie Delacruz,Lauren,Rottweiler,2015/04/17
7519,Stephanie King,Kevin,Bulldog,2024/07/18
7520,Sharon Gonzalez,Ashley,Poodle,2022/04/29
7521,Derrick Davis,Carolyn,Chihuahua,2015/01/01
7522,Tanya Patel,Chad,Poodle,2022/10/02
7523,Ashley Jones,Patricia,Labrador Retriever,2024/02/06
7524,Miss Lynn Miller,Jeremy,Dachshund,2022/08/31
7525,Anna Reed,Frank,Beagle,2009/02/09
7526,Jenna Rosario,Deanna,German Shepherd,2016/02/21
7527,Kylie Williams,Kurt,Beagle,2014/09/24
7528,Julia Hendrix,Jill,Bulldog,2022/09/16
7529,Cynthia Scott,Jim,Dachshund,2013/06/22
7530,Christopher Woodard,Jennifer,German Shepherd,2021/07/21
7531,Rachel Mckinney,Karen,Labrador Retriever,2017/03/29
7532,Stephen Bowman,Daniel,Bulldog,2019/08/04
7533,Kimberly Brewer,Juan,Chihuahua,2016/10/27
7534,Christopher Collins,Kevin,Bulldog,2021/01/03
7535,Victor Olson,Michelle,Chihuahua,2023/05/19
7536,Sara Rodriguez,Alicia,Poodle,2009/05/18
7537,Bethany Sullivan,Greg,Chihuahua,2014/06/18
7538,Stephen Carey,Amanda,Poodle,2016/01/08
7539,Dana Santiago,George,Poodle,2022/10/24
7540,Vanessa Scott,Christopher,German Shepherd,2013/10/16
7541,Angel Buchanan,Ellen,Beagle,2012/01/17
7542,Cathy Cox,Alicia,Bulldog,2011/07/23
7543,Denise Richards,Michael,Pug,2016/03/13
7544,Mr. Michael Johnson,Martha,Bulldog,2011/10/19
7545,Meghan Gomez,Angela,Rottweiler,2009/10/18
7546,Amanda Mcdonald,Mary,Poodle,2022/01/29
7547,Rose Adams,Kathleen,Labrador Retriever,2018/03/28
7548,Lynn Mills,Kayla,Bulldog,2014/10/17
7549,Lindsay Greene,Sean,Chihuahua,2015/01/28
7550,Sarah Washington,Luis,German Shepherd,2012/07/13
7551,Brian Lindsey,Catherine,Bulldog,2023/12/16
7552,Donna Howard,Miranda,German Shepherd,2010/08/22
7553,Alexander Vaughan,Roberta,Labrador Retriever,2015/08/20
7554,Matthew Pittman,Jerry,Chihuahua,2020/10/28
7555,Robert Maldonado,Jeanne,Poodle,2019/04/03
7556,Vanessa Pacheco,John,Beagle,2010/09/23
7557,Barbara Moreno,Danielle,Labrador Retriever,2024/12/08
7558,Ashley Mccoy,Peter,Dachshund,2019/05/23
7559,Jason Schultz,Stephen,Bulldog,2023/11/22
7560,Michael Pena,Hannah,Rottweiler,2017/10/18
7561,Michele Hayes,James,German Shepherd,2019/07/05
7562,Tammy Long,Charles,Pug,2022/07/11
7563,Susan Nelson,Michael,Chihuahua,2013/04/22
7564,Stuart Campos,Kimberly,Chihuahua,2023/07/30
7565,Faith Smith,Matthew,Dachshund,2009/01/12
7566,Jason Meyers,Stacey,Bulldog,2020/03/11
7567,Manuel Diaz,Jonathan,Pug,2009/09/02
7568,Shelby Miller,Jacob,Golden Retriever,2012/05/23
7569,Teresa Gonzalez,Brandon,Poodle,2017/08/14
7570,Jeffrey Anderson,Kelly,Poodle,2010/10/16
7571,Christina Nelson,Cindy,Beagle,2015/09/28
7572,William Henry,Nicholas,Bulldog,2021/02/14
7573,William Yang,Ethan,Golden Retriever,2010/01/23
7574,Melissa Choi,Tina,German Shepherd,2012/06/12
7575,Matthew Mack,Ebony,Beagle,2022/10/20
7576,Tyler Frost,Maria,Poodle,2019/03/26
7577,Dan Larson Jr.,Stephen,Dachshund,2014/04/18
7578,Michael Sullivan,Andrea,Chihuahua,2015/04/26
7579,Ryan Walsh,Martin,Dachshund,2009/02/21
7580,Jane Wilson,David,Beagle,2023/08/04
7581,Katherine Mendoza,Chris,Bulldog,2009/04/25
7582,Barbara Smith,Steven,Bulldog,2019/06/21
7583,Dave Gonzalez,Megan,Poodle,2024/09/27
7584,Danielle Hernandez,Catherine,Labrador Retriever,2024/08/21
7585,Aimee Salazar,James,Labrador Retriever,2018/09/24
7586,Julia Long,Brian,Bulldog,2019/11/27
7587,Jean Dean,Paul,Rottweiler,2017/04/18
7588,Timothy Myers,Timothy,Rottweiler,2012/08/18
7589,Mr. Daniel Davis,Derrick,Labrador Retriever,2011/04/07
7590,Joseph Wilson,Harold,Dachshund,2014/01/16
7591,Keith Anderson,Zachary,Beagle,2020/11/29
7592,Tina Mcdaniel,John,Rottweiler,2017/02/21
7593,Rose Hernandez,Sharon,Dachshund,2011/12/29
7594,Kim Harris,Julie,Pug,2023/05/04
7595,Miss Tonya Bailey,Aaron,Dachshund,2016/10/24
7596,Jennifer Chase,James,Rottweiler,2022/01/20
7597,Kristen Mcgee,Derek,Chihuahua,2014/07/18
7598,Jamie Cook,Benjamin,Poodle,2019/03/20
7599,Kevin Olson,Hannah,Golden Retriever,2020/07/27
7600,Jeremy Franklin,Karen,Bulldog,2019/02/22
7601,Mark Cunningham,Stephen,Golden Retriever,2018/09/23
7602,Jonathan Duffy,Anthony,Chihuahua,2014/05/29
7603,Heather Murray,Audrey,Golden Retriever,2024/02/16
7604,Eric Thomas,Katrina,Poodle,2021/09/01
7605,Meagan Martin,Crystal,Beagle,2014/08/17
7606,Karen Green,Carolyn,Beagle,2019/03/03
7607,David Johnson,Aaron,Chihuahua,2021/02/09
7608,Terri Martinez,Ryan,Beagle,2021/06/17
7609,Karen Oliver,Charles,Pug,2019/07/24
7610,Courtney Brandt,Kelly,Bulldog,2012/12/02
7611,Crystal Wallace,Robin,Pug,2019/08/11
7612,Jennifer Singleton,Kenneth,Poodle,2013/11/02
7613,Zachary Ruiz,Jonathan,Golden Retriever,2022/03/25
7614,Travis Thomas,Keith,Beagle,2013/10/26
7615,Joshua Romero,William,Labrador Retriever,2018/11/03
7616,Mallory Hamilton,Jacqueline,Rottweiler,2011/08/30
7617,Joseph Colon,Tony,Labrador Retriever,2023/11/21
7618,Jonathan Taylor,Michael,Poodle,2020/08/03
7619,Jose Olson,Daniel,Chihuahua,2016/08/19
7620,Kelly Carrillo,Tiffany,Poodle,2024/12/04
7621,Michael Page,Peggy,Dachshund,2023/04/24
7622,Shannon Carlson,Patrick,Golden Retriever,2016/07/22
7623,Zachary Estes,Jay,Chihuahua,2012/09/18
7624,Sarah Bishop,Destiny,Pug,2023/07/16
7625,Nathan Hale,Jennifer,Rottweiler,2022/04/01
7626,Aaron Hernandez,Steven,Dachshund,2009/08/27
7627,Calvin Hernandez,Howard,Bulldog,2017/03/07
7628,John Hughes,Matthew,Pug,2014/03/26
7629,Tammy Mata,Stanley,Rottweiler,2009/01/17
7630,Tiffany Miller,Veronica,Bulldog,2019/08/13
7631,Teresa Anthony,Luis,Labrador Retriever,2012/08/26
7632,Emily Davis,April,Bulldog,2016/02/05
7633,John Barnett,Mary,Golden Retriever,2014/07/17
7634,Christopher Perez,Cheyenne,Golden Retriever,2019/09/11
7635,Pamela Roth,Victoria,Rottweiler,2021/11/25
7636,Paul Williams MD,John,Bulldog,2010/02/22
7637,William Bonilla,Sandy,Golden Retriever,2021/04/29
7638,Henry Lewis,Regina,Bulldog,2021/01/07
7639,Christine Walker,John,Labrador Retriever,2013/04/04
7640,Angela Chavez,Robert,Bulldog,2017/06/22
7641,Deborah Nichols,Colleen,Bulldog,2016/03/21
7642,William Mccormick,Bradley,Rottweiler,2022/06/05
7643,Sarah Wheeler,Blake,Dachshund,2020/01/10
7644,Samantha Rodriguez,Lisa,Poodle,2010/07/04
7645,Nicholas Brown,Kyle,Labrador Retriever,2018/06/15
7646,Brian Walker,Dennis,Golden Retriever,2014/10/12
7647,Richard Reyes,Denise,Bulldog,2013/02/17
7648,Kimberly Wheeler,Natasha,German Shepherd,2018/03/14
7649,Adam Williams,David,German Shepherd,2016/03/31
7650,Michael Spencer,Aaron,German Shepherd,2009/09/19
7651,Phillip Cooper,Garrett,Chihuahua,2024/06/09
7652,Amanda Mccann,Marilyn,Bulldog,2024/06/21
7653,David Daniels,James,Dachshund,2022/08/24
7654,Rachel Santiago,Gregory,Bulldog,2019/01/09
7655,Jonathan Hernandez,Sara,Labrador Retriever,2012/12/05
7656,Robert Griffith,Harold,Chihuahua,2015/04/30
7657,Stephen Ryan,Autumn,Dachshund,2022/04/20
7658,Kimberly Higgins,Raymond,Dachshund,2020/10/11
7659,Annette Dixon,Monica,Bulldog,2021/06/18
7660,Brandy Frazier,Sarah,Bulldog,2023/09/06
7661,Timothy Santana,Peggy,Beagle,2013/12/04
7662,Samuel Stone,Donald,Beagle,2010/09/19
7663,Robert Mcdonald,Ryan,German Shepherd,2010/04/05
7664,Karen Ramirez,John,Beagle,2014/12/10
7665,Katie Schneider,Ryan,Pug,2023/07/16
7666,Denise Williams,Michael,Rottweiler,2023/03/27
7667,Taylor King,Robert,German Shepherd,2023/08/03
7668,Timothy Cross,Amanda,Dachshund,2013/07/03
7669,Michelle Bailey,Ellen,German Shepherd,2023/04/23
7670,Jose Chang,Albert,German Shepherd,2015/03/08
7671,Joseph Roberson,Jeffrey,Bulldog,2011/07/18
7672,Cathy Dunn,Mark,Dachshund,2022/09/21
7673,Carla Roberts,Douglas,German Shepherd,2011/08/04
7674,Jose Herrera,Zachary,Labrador Retriever,2020/10/01
7675,Carol Holmes,Eric,German Shepherd,2012/03/30
7676,Maria Adams MD,Timothy,Poodle,2021/11/17
7677,Anthony Snyder,Clarence,Labrador Retriever,2022/08/31
7678,Christopher Sullivan,Noah,Poodle,2017/05/27
7679,Kelly Smith MD,Katherine,German Shepherd,2020/05/08
7680,Robert Cisneros,Justin,Rottweiler,2014/02/25
7681,Stephanie Wolf,Thomas,Golden Retriever,2013/05/25
7682,Michael Padilla,Tracy,Golden Retriever,2019/06/01
7683,Dr. Shelley Olsen,Catherine,Dachshund,2023/09/09
7684,Debbie Paul MD,Dalton,Poodle,2019/06/06
7685,Tammy Love,George,Rottweiler,2014/10/20
7686,Barbara Stone,Jacqueline,Chihuahua,2011/10/02
7687,Hector Brown,John,Pug,2013/08/06
7688,Tanner Rice,Brandon,Bulldog,2019/10/06
7689,Erin Castillo,Shannon,Chihuahua,2022/05/17
7690,Michelle Lynch,Sabrina,Golden Retriever,2017/03/01
7691,Johnny Perkins,Dennis,Beagle,2009/12/10
7692,Daniel Stephens,Deanna,German Shepherd,2014/01/22
7693,Ryan Lopez,Xavier,Golden Retriever,2010/04/22
7694,Patrick Gilbert,Derek,Chihuahua,2013/04/18
7695,Jerome Morrison,Carl,Bulldog,2015/12/11
7696,Chelsey Black,Heather,Labrador Retriever,2021/04/15
7697,Paula Byrd,Samuel,Golden Retriever,2014/07/30
7698,Scott Terry,Michael,Poodle,2013/06/26
7699,Michael Stewart,Jeffrey,Labrador Retriever,2020/10/21
7700,James Zimmerman,Frank,Golden Retriever,2019/11/18
7701,Richard Douglas,Christine,German Shepherd,2010/07/11
7702,Tracy Williams,Linda,Pug,2019/06/17
7703,Karen Bowman,Kaylee,Beagle,2015/05/19
7704,Elijah Suarez DDS,Anthony,Pug,2022/05/25
7705,Bradley Stephens,Edward,German Shepherd,2016/08/12
7706,Tony Brandt,Daniel,Bulldog,2024/02/14
7707,Shirley Cook,Stephen,German Shepherd,2019/06/02
7708,Bonnie Torres,Kayla,Beagle,2024/09/05
7709,Renee Lee,April,Poodle,2023/07/21
7710,Gloria Gallegos,Carol,Poodle,2022/07/09
7711,Ann Mccoy,Joseph,Labrador Retriever,2013/10/02
7712,David Brown,Jasmine,Rottweiler,2020/09/17
7713,Bryan Ferrell,Rebecca,Rottweiler,2021/10/13
7714,Jeffrey Robinson,Kevin,Beagle,2022/04/15
7715,Destiny Atkinson,Matthew,Beagle,2013/07/29
7716,Michelle Martin,David,Poodle,2018/05/25
7717,Kathryn Evans,Alexis,Bulldog,2024/01/20
7718,Robert Miller,David,Beagle,2011/10/29
7719,Stephanie Beard,Devon,Poodle,2020/06/16
7720,Robert Beck,Sarah,German Shepherd,2011/04/15
7721,George Mendoza,Gregory,Dachshund,2020/02/13
7722,David Griffith,Jesse,Pug,2022/11/10
7723,Randy Graham,John,Rottweiler,2015/04/29
7724,Jennifer Barnes,Jasmine,Chihuahua,2011/06/01
7725,Michael Wright,Frank,Chihuahua,2016/03/27
7726,Nicholas Powers MD,Terri,German Shepherd,2024/02/09
7727,Curtis Wright,Michael,Pug,2009/02/26
7728,Tina Atkinson,David,Poodle,2012/04/09
7729,Christina Taylor,Michael,Labrador Retriever,2012/10/15
7730,Andrew Brown,Steven,Poodle,2013/05/04
7731,Christina Wilson,Emily,Poodle,2016/05/23
7732,Brandon Jefferson,Jason,Chihuahua,2018/06/02
7733,Olivia White,Richard,Beagle,2023/05/17
7734,Mr. Joseph Terrell PhD,Steven,Chihuahua,2018/10/19
7735,Gregory Nunez,Elizabeth,German Shepherd,2012/06/10
7736,Jonathan Becker,Michael,Bulldog,2023/11/09
7737,Thomas Bruce,Rachael,Golden Retriever,2023/10/01
7738,Bradley Fowler,Andrew,Labrador Retriever,2020/12/12
7739,Michael Byrd,Brad,Pug,2022/10/04
7740,Damon Bell,Veronica,Beagle,2015/01/07
7741,Vicki Thompson,Robert,Pug,2012/03/27
7742,Noah Baxter,Pamela,Rottweiler,2017/03/07
7743,Anthony Carlson,Timothy,Poodle,2012/09/04
7744,Nathan Clayton,Robert,Golden Retriever,2011/02/01
7745,William Wang,Yvette,Chihuahua,2010/10/23
7746,Nancy Randolph,Nicole,Golden Retriever,2012/03/17
7747,Shawn Hood,Ann,Chihuahua,2010/10/25
7748,Alan Williams,David,Dachshund,2021/05/22
7749,Danielle Parsons,Diana,Dachshund,2017/04/08
7750,Janet Sims,Crystal,Bulldog,2011/02/21
7751,Kelsey Bradley,Christopher,German Shepherd,2010/02/19
7752,Jill Smith,Brenda,Pug,2011/07/25
7753,Krystal Wallace,Mary,Rottweiler,2013/12/17
7754,Jacob Campbell,Allison,Pug,2014/11/04
7755,Yvonne Collins,John,Poodle,2018/07/01
7756,Melissa Vargas,Michael,Labrador Retriever,2015/06/15
7757,Katelyn Cruz MD,Stephanie,Beagle,2013/07/24
7758,Timothy Roach,April,Rottweiler,2011/08/24
7759,Julie Alexander,Jamie,Golden Retriever,2018/09/13
7760,Scott Bauer,Gary,Labrador Retriever,2012/05/02
7761,Christine Zimmerman,Daniel,Dachshund,2018/11/21
7762,Andrew Cortez,Andrew,Rottweiler,2019/04/10
7763,Sharon Mays,Travis,Chihuahua,2014/05/19
7764,Victoria Brown,Michael,Bulldog,2017/07/14
7765,Leslie Romero,Kathleen,Beagle,2011/12/14
7766,Paige Harris,Eric,Dachshund,2023/09/04
7767,William Hanson,Kathy,German Shepherd,2024/03/30
7768,Jennifer Mcclure,Alan,Beagle,2021/09/12
7769,Juan Smith,Lori,Rottweiler,2016/09/27
7770,Douglas Cruz,George,German Shepherd,2024/12/15
7771,Aaron Ellison,Kelsey,Chihuahua,2022/12/26
7772,Eric Baker,Anthony,Pug,2023/05/01
7773,Peter Page,Elizabeth,Poodle,2015/04/05
7774,Cameron Wilson,Erin,Chihuahua,2023/03/23
7775,Jimmy Jackson,Ariana,Rottweiler,2021/06/10
7776,Daniel Scott,Allison,Rottweiler,2021/06/03
7777,Michael Torres,Samantha,Pug,2016/08/06
7778,Bonnie Casey,Howard,Golden Retriever,2010/09/06
7779,Adriana Bennett,Stephanie,Beagle,2021/12/03
7780,Tony Adams,Curtis,Bulldog,2009/09/08
7781,Terry Harvey,Amber,Labrador Retriever,2017/02/08
7782,Matthew Long,Mario,Pug,2024/05/21
7783,Eric Evans,Brian,Poodle,2024/08/04
7784,Joshua Bean,Amanda,Beagle,2021/02/24
7785,Ryan Patterson,Samantha,Pug,2024/08/16
7786,Jeremy Lane,Lisa,Dachshund,2010/02/06
7787,Joshua Rogers,Peter,Rottweiler,2019/01/13
7788,Wanda Byrd,Jared,Chihuahua,2016/05/09
7789,Kevin Wright,Craig,German Shepherd,2010/05/19
7790,Paul Bean,Ricky,Dachshund,2011/11/01
7791,Robin Johnson,Tina,Pug,2015/10/19
7792,Kathleen Stewart,Adam,Rottweiler,2020/10/06
7793,Christy Cohen,Natasha,Labrador Retriever,2016/03/12
7794,Amber Curtis,Anthony,Beagle,2015/08/04
7795,Leslie Gaines,Devin,Golden Retriever,2023/10/12
7796,Matthew Rodriguez,Scott,Golden Retriever,2019/11/01
7797,Krystal Cortez MD,John,Poodle,2018/05/07
7798,Nicholas Best,Barry,Rottweiler,2009/03/28
7799,Lisa Banks,Joshua,Dachshund,2023/09/22
7800,Brian Mack,Drew,German Shepherd,2018/08/14
7801,Troy Leonard,Kenneth,Rottweiler,2016/08/12
7802,Dawn Wright,Patrick,Pug,2021/12/14
7803,Tiffany Fowler,Debra,Pug,2011/07/03
7804,Adam Evans,Gary,Chihuahua,2010/10/17
7805,Johnny Hall,Lisa,Labrador Retriever,2020/03/23
7806,Ryan Anthony,Tiffany,Labrador Retriever,2017/10/28
7807,James Lawrence,Gregory,Bulldog,2011/12/11
7808,Mark Proctor,Thomas,Rottweiler,2015/11/18
7809,Alan Rodriguez,David,Rottweiler,2019/11/07
7810,Jonathan Oliver,Jeffery,Pug,2018/05/17
7811,Jennifer Burns,Jennifer,Bulldog,2011/04/02
7812,Annette Ortiz,Jessica,Bulldog,2023/07/14
7813,Kyle Rice,Robin,Labrador Retriever,2022/05/16
7814,Tommy Jackson,Diana,Poodle,2014/04/17
7815,Robert Turner,David,Golden Retriever,2014/11/13
7816,Gary Taylor,Dawn,Dachshund,2013/11/14
7817,Leah Baker,Thomas,Golden Retriever,2012/04/29
7818,Robert Sanchez,Willie,Pug,2017/08/16
7819,Lisa Jones,Rebecca,Dachshund,2013/02/05
7820,Sandra Johnson,Lindsey,Labrador Retriever,2012/07/18
7821,James Valenzuela,Grace,Bulldog,2019/09/16
7822,Janet Tucker,Rachel,Chihuahua,2024/10/16
7823,Garrett Anderson,Rachel,Dachshund,2017/04/09
7824,Elizabeth Lang,Michele,Chihuahua,2019/03/21
7825,Carolyn Patel,Heather,Chihuahua,2020/11/06
7826,Matthew Jackson,Anthony,Rottweiler,2014/12/23
7827,Cynthia Mckee,Michael,Rottweiler,2014/02/19
7828,David Solomon,Matthew,Pug,2013/09/26
7829,Robin Carr,Michael,Beagle,2011/07/12
7830,Kelsey Chase,Victoria,German Shepherd,2009/07/23
7831,Adrian Lopez,Hannah,Golden Retriever,2015/05/01
7832,Elaine Turner,Robert,Dachshund,2024/01/19
7833,Pamela Randall,Heather,Golden Retriever,2012/05/14
7834,Lindsey Goodwin,Paul,Dachshund,2010/05/25
7835,Traci Ross,Shawn,Chihuahua,2021/05/12
7836,Dennis Thompson,John,Poodle,2020/07/22
7837,Paul Vasquez,Daniel,Chihuahua,2020/10/28
7838,Ashley Macdonald,Alan,Labrador Retriever,2014/06/21
7839,Melissa Rodgers,Shannon,Golden Retriever,2017/01/22
7840,Katie Sutton,Jessica,German Shepherd,2010/05/06
7841,Melanie Barker,Daniel,German Shepherd,2023/07/23
7842,Dana Hodges,Stephanie,Rottweiler,2024/09/25
7843,Mr. Austin Wilson,Edward,Pug,2019/11/16
7844,Jason Sanders,Donna,Dachshund,2024/04/05
7845,Michelle Cooper,Sandra,Golden Retriever,2016/03/13
7846,Michael Mcmahon,Rachel,Golden Retriever,2011/11/21
7847,Danielle Hamilton,Keith,Golden Retriever,2016/07/30
7848,Robert Lloyd,Christine,Rottweiler,2015/04/30
7849,Sara Smith,Jose,Pug,2019/10/26
7850,Derek Kelly,Cassandra,Dachshund,2016/09/01
7851,Maria Christensen,Richard,Poodle,2021/06/15
7852,Christopher Malone,Deborah,Beagle,2012/07/07
7853,Kurt Kramer,Thomas,Bulldog,2013/09/15
7854,William Sullivan,Diane,German Shepherd,2017/11/18
7855,Chloe Maxwell,Ashley,Chihuahua,2018/09/24
7856,Julie Wright,Erika,Rottweiler,2020/11/05
7857,Lauren Diaz,Benjamin,Golden Retriever,2020/05/23
7858,Daniel Macias,Daniel,Beagle,2013/09/08
7859,Crystal Brown,Gary,Golden Retriever,2009/07/13
7860,Amanda Singleton,Angela,Bulldog,2024/10/10
7861,Shannon Ward,Chris,German Shepherd,2014/04/24
7862,Tracy Jenkins,Amy,Dachshund,2023/06/24
7863,Lisa Bond,Tara,Poodle,2019/06/01
7864,Patrick Whitaker,Benjamin,Labrador Retriever,2024/06/17
7865,Eddie Davies,Douglas,Beagle,2020/02/29
7866,Stephen Hall,Robert,Poodle,2024/11/14
7867,Peter Martin,Eduardo,German Shepherd,2010/06/03
7868,Elizabeth Williams,Nicole,Golden Retriever,2017/01/21
7869,Elizabeth Rodriguez,Kyle,Dachshund,2021/04/15
7870,Jay Kaufman,Michael,Beagle,2011/11/21
7871,Angela Little,Andrea,Labrador Retriever,2020/05/19
7872,Steven Lopez,Michelle,Dachshund,2018/06/16
7873,Bonnie Smith,Natalie,Bulldog,2012/07/14
7874,Rebecca Alvarez,Stephen,Bulldog,2023/10/11
7875,Michael Kennedy,Cody,Dachshund,2018/07/27
7876,Martha Blackwell,Timothy,Chihuahua,2009/09/16
7877,Ashley Day,Sean,Dachshund,2014/06/16
7878,Natalie Flowers,Melanie,Labrador Retriever,2009/07/23
7879,Ryan Patrick,Jennifer,Chihuahua,2009/08/21
7880,George Goodman,Louis,Golden Retriever,2013/02/18
7881,Xavier Blankenship,Thomas,Chihuahua,2024/04/18
7882,Vincent James PhD,Christopher,Pug,2020/02/17
7883,Sarah May,Susan,Beagle,2016/05/17
